Y,FP1,AFF5,AFz,F1,FC5,FC1,T7,C3,Cz,CP5,CP1,P7,P3,Pz,POz,O1,FP2,AFF6,F2,FC2,FC6,C4,T8,CP2,CP6,P4,P8,O2,HEOG,VEOG
0,7.093714864199998e-08,3.583911692100001e-07,-3.53554968911e-07,-5.34508901346e-07,-8.117271091000003e-08,-4.723363570619999e-07,1.0908719828000002e-07,-1.6122720960099995e-07,-4.50175367261e-07,4.839957065999997e-08,-3.6222207821999996e-07,5.450258379500001e-07,-1.6736646927000006e-07,-5.407634916799999e-07,-4.1760584990999997e-07,4.0476561191999997e-07,1.9412958743999994e-07,-3.6786264060000016e-08,-3.9091234430600005e-07,-4.87036553512e-07,5.173058273099994e-08,-3.766321773169999e-07,8.3320765108e-08,-3.73185233225e-07,-4.1062899621300007e-07,-5.6991184173e-07,-6.71193382952e-07,-1.3532645914000002e-07,-1.3813095538000003e-05,8.934834191099999e-05
0,-2.1919060548e-06,-1.2448403260599999e-06,-1.9718072848899996e-06,-5.8154550891e-07,2.5392249205799997e-07,2.9886184922e-07,2.0856090400800002e-07,6.79888053e-07,7.441490831899999e-07,8.2216677892e-07,1.0437274303200002e-06,8.19666998978e-07,1.284851854566e-06,1.2685274341200002e-06,1.9160297628e-06,1.9741440776900002e-06,-3.5737193779399995e-06,-3.3448114039e-06,-9.6188114469e-07,-1.4098371383999998e-07,-2.026641152691e-06,-2.1173346042000002e-07,-1.5259603812600002e-06,7.68359432313e-07,-4.74729758697e-07,9.399179444510001e-07,-4.34911297647e-07,2.0196095668900003e-06,-1.6348454648e-05,7.8916398472e-05
0,-2.807420339e-06,-1.851726441e-06,-2.322480797e-06,-1.333575546e-06,-7.215593376e-07,-3.488092134e-07,-7.263917313e-07,2.192123904e-07,2.256871099e-07,4.85462847e-07,5.947657087e-07,9.716833479e-07,9.083984207e-07,6.944550296e-07,6.955167229e-07,1.106050998e-06,-4.237990232e-06,-3.693761742e-06,-1.46214547e-06,-6.743996426e-07,-2.425371727e-06,-2.265666601e-07,-1.700113813e-06,2.944186467e-07,-5.743404146e-07,2.781852562e-07,-4.705432331e-07,3.701553768e-07,-9.041221881e-06,5.07587184e-05
2,4.73377279884e-07,1.08142794524e-06,5.0211416761e-07,1.46559187373e-06,1.4616516116819998e-06,1.461875895028e-06,4.2613012085999994e-07,1.3957875629320001e-06,1.23880891413e-06,1.03721632319e-06,1.44031258803e-06,2.762929938800001e-07,1.4736512916e-06,1.5219605027800001e-06,1.7569796738500002e-06,1.5004794590289999e-06,-6.020772133e-08,8.080556451000002e-08,6.1732916559e-07,9.60765532055e-07,3.1294096284e-07,8.445929419130001e-07,4.023371715999998e-08,1.2304221489099999e-06,8.278552863999e-07,1.4452691999799999e-06,8.0678778505e-07,1.5887067413860002e-06,-7.505182821499999e-07,2.5027537656e-06
2,-4.0645799900699993e-07,-1.06575784654e-06,-4.2242702758e-07,-1.332144976644e-06,-1.29202397888e-06,-1.344625757338e-06,-3.2590753444e-07,-1.28702991425e-06,-1.1578781683999998e-06,-9.75851739052e-07,-1.38319505898e-06,-2.912149948967e-07,-1.4411102418209999e-06,-1.50659131278e-06,-1.75820169744e-06,-1.5368541670290002e-06,3.118573848899994e-08,-5.3066618147000026e-08,-5.1407095374e-07,-8.541589343399999e-07,-2.6363484519e-07,-7.650473144099999e-07,-1.0648318970000012e-08,-1.184967084891e-06,-8.239813749009999e-07,-1.43148406422e-06,-8.6482757956e-07,-1.6447399196599998e-06,6.899046573229999e-07,-3.6048838408000004e-06
2,-3.4768876767e-06,-3.7615993671100004e-06,-3.5154564119999995e-06,-3.9698667677e-06,-4.387605045599999e-06,-3.5322198754999998e-06,-2.6403756567e-06,-2.9527236286000003e-06,-2.6165476805e-06,-1.7698925904599999e-06,-1.6295925696800002e-06,-2.7708421140500003e-07,-1.0170302183991002e-06,-5.496107745820001e-07,1.1999701202000007e-07,1.15788813917e-06,-3.042295557507e-06,-3.0896571349999994e-06,-3.6301387303e-06,-3.4636651794000003e-06,-3.84012743974e-06,-3.0929602609e-06,-2.56784119002e-06,-1.87091375491e-06,-1.8502495047000002e-06,-1.1431872029189002e-06,-2.0234311054e-07,4.1801681063e-07,3.6819793610000003e-07,1.1727324302799998e-06
2,-2.68679867524e-06,-2.7821391555e-06,-3.2515079224999996e-06,-2.8040884738e-06,-2.2831271882260004e-06,-2.4545744872000002e-06,-1.5501194501900001e-06,-2.12483502339e-06,-2.2105389353999996e-06,-1.60410421328e-06,-1.93352510799e-06,-8.08119864417e-07,-1.8805295325999996e-06,-1.7128434291760001e-06,-1.6896195215299998e-06,-1.04854640489e-06,-3.3073855536000003e-06,-2.814441746e-06,-2.9020166109e-06,-2.6749304521000002e-06,-2.00378182705e-06,-2.45442283161e-06,-3.0166621665999996e-06,-2.0418626581e-06,-2.398284837e-06,-1.9063549249300003e-06,-1.8789133481900001e-06,-1.41439200313e-06,-1.8299172494200003e-06,-7.068563685650002e-07
2,-3.41908392099e-06,-2.6122066355730006e-06,-2.8141335124239996e-06,-2.40591779738e-06,-1.084995719626e-06,-1.95355212889e-06,-1.94558506951e-06,-1.3583317495260001e-06,-1.9945074843399996e-06,-8.566012121193e-07,-1.1928479018209997e-06,-9.573903558499999e-07,-5.781988674599999e-07,-5.7298211438e-07,-5.171717018299999e-07,1.8304213433e-07,-1.3988659841999999e-06,-1.34843797926e-06,-1.8623187100000005e-06,-1.9010509004499999e-06,-2.346156225427e-06,-1.6418679224799998e-06,-3.1291166233000005e-06,-1.3974254392969998e-06,-1.69207287641e-06,-1.25535534096e-06,-1.7783449375899998e-06,-1.15801117414e-06,-1.65576347171e-06,1.6716630465700002e-05
2,-1.0873727003100001e-06,-2.1906221408700003e-06,-1.91523420139e-06,-2.8015099264000003e-06,-1.81629523149e-06,-3.315865612e-06,-1.5432482412699997e-06,-2.6539857233000003e-06,-4.4325961018999995e-06,-1.72902099386e-06,-3.6684768089000007e-06,-1.0260912858e-06,-2.78074554869e-06,-3.8727072751e-06,-4.3274272347e-06,-2.07240594355e-06,2.9029317984000006e-07,-1.7786455981299999e-06,-2.85573767977e-06,-4.0807706444e-06,-3.4568289696e-06,-4.0514575809e-06,-3.7327498197999996e-06,-4.3559004609e-06,-4.2331100243999996e-06,-4.4244628242e-06,-4.309172255599999e-06,-4.50254686e-06,-3.71364660949e-06,2.10220288144e-05
2,-5.4592414816099994e-06,-5.29247790704e-06,-6.0258592559e-06,-5.5554149748e-06,-4.4244658461999994e-06,-5.2356096825e-06,-2.118117103513e-06,-4.660879939999999e-06,-5.4926292118000005e-06,-3.4508342646000003e-06,-4.96655077e-06,-2.3245494951500002e-06,-4.267413750199999e-06,-4.613948250100001e-06,-4.5965869878e-06,-3.0662209595900002e-06,-6.7364326647e-06,-6.5534531489e-06,-6.257511956899999e-06,-6.092807220999999e-06,-6.851948227200001e-06,-5.8442678153e-06,-4.776558284800001e-06,-5.4969341793e-06,-5.1546079835e-06,-5.3222334769e-06,-4.2716049341e-06,-4.6014493179e-06,-2.05679056626e-06,1.54333893637e-05
2,-1.3416065497e-05,-1.11529954798e-05,-1.23309213487e-05,-9.677636385100001e-06,-7.093263212100001e-06,-7.854336805900001e-06,-3.443046517000001e-06,-5.8416235183999995e-06,-7.1846023876e-06,-4.1092503659e-06,-5.337091580500001e-06,-2.19361654676e-06,-3.8953516226e-06,-4.2907654484e-06,-3.7370168491999997e-06,-2.0983193358499995e-06,-1.471266824e-05,-1.1649604492099998e-05,-9.8692122378e-06,-8.7605158331e-06,-6.7513936424e-06,-7.6549803335e-06,-4.7771194899e-06,-5.9924172759e-06,-5.3382127409999995e-06,-4.903524308799999e-06,-4.2312693842e-06,-3.7702509707000007e-06,-3.88367409724e-06,2.5262209571100005e-06
2,-1.316221781e-05,-1.13136389566e-05,-1.1246889464499999e-05,-7.606497219600001e-06,-5.4723515376e-06,-5.616609069699999e-06,-2.5629457322e-06,-4.283381367799999e-06,-4.463389111900001e-06,-3.4553043147e-06,-3.8177107092e-06,-3.0879376791740006e-06,-3.5110330675999997e-06,-3.0957029844e-06,-3.4988518298000003e-06,-2.9651908838e-06,-1.5655014979999996e-05,-1.05712522585e-05,-7.8945643147e-06,-6.000122369e-06,-5.630542348e-06,-4.9407598505e-06,-3.4498775419999994e-06,-3.9104181183e-06,-3.9527327094e-06,-3.6551983057999996e-06,-3.7391162115e-06,-3.6405914924999993e-06,-3.55117775966e-06,8.0371670101e-06
2,-9.943102404000001e-06,-8.012566580299998e-06,-7.223596248799999e-06,-4.2306264153e-06,-4.05845393324e-06,-2.4108108415e-06,-1.6940124245599997e-06,-1.62575402797e-06,-8.6497319085e-07,-1.1779034893360002e-06,-5.0688792724e-07,-1.06618847125e-06,-1.42229668152e-07,4.720117200169999e-07,7.6165826823e-07,7.224460151340002e-07,-1.22000236429e-05,-6.795999642499999e-06,-3.601610516999999e-06,-1.5958771042099998e-06,-1.643861048783e-06,-6.44146852694e-07,5.5862329933e-07,1.0401773950999997e-07,5.0982070723e-07,5.71587099876e-07,9.2417496089e-07,7.7214334596e-07,-3.2800176691300005e-06,1.04909225618e-05
2,-7.832119177100001e-06,-6.3689648613e-06,-6.1235584618e-06,-4.2089365255e-06,-2.44073747195e-06,-2.36747697328e-06,-7.4887691565e-07,-1.72933305163e-06,-1.4988568641400001e-06,-1.33147222908e-06,-1.4385322802000002e-06,-1.41580570594e-06,-1.29517824998e-06,-9.141030673480001e-07,-8.33082961537e-07,-1.03380588664e-06,-8.502471762799999e-06,-4.5159341104e-06,-3.64566393084e-06,-2.03370360738e-06,-1.326967789086e-06,-1.300403532684e-06,6.568132574e-07,-1.02913509131e-06,-9.165397783700008e-08,-6.2446420548e-07,8.151553972258999e-07,-5.59514588227e-07,-3.71761259692e-06,3.41966272394e-05
2,-9.3136427295e-06,-7.469580059e-06,-8.736897035100001e-06,-5.3241287323000005e-06,-2.4450080467e-06,-3.3697985249e-06,-1.7615990377100002e-06,-1.82754089185e-06,-2.3087840527e-06,-6.851321007425e-07,-1.027573555672e-06,3.4567058278e-07,9.444906107000008e-08,-6.800056555800002e-07,-3.2693450749499993e-07,6.5939282421e-07,-1.1444369783e-05,-8.6252274387e-06,-6.0105956057999995e-06,-3.9004317158000005e-06,-5.2984625327e-06,-3.5312134763e-06,-4.4086780821999994e-06,-1.90920907147e-06,-2.803878466e-06,-1.2660045418100001e-06,-2.03737243954e-06,-7.046683546e-07,-7.0433674761e-06,3.9267622375700004e-05
2,-6.662057781500001e-06,-4.911446766159999e-06,-4.949479498e-06,-2.6457512098600003e-06,-1.3619450928760001e-06,-1.582191605198e-06,-1.50400685876e-06,-9.053283632049999e-07,-5.05157028947e-07,-4.81079595906e-07,-1.8894392889000002e-07,-1.1409190156999999e-06,-1.7500487570220002e-07,-3.886449038199999e-08,-5.793499519180001e-07,-5.19151407835e-07,-7.969541119689998e-06,-5.289944578919999e-06,-2.697416671282e-06,-1.05014617986e-06,-2.7697054937100002e-06,-1.3162407048500002e-06,-3.3185363971e-06,-4.6734360513e-07,-1.4698187255800002e-06,-5.389339829191999e-07,-2.4035267299000003e-06,-1.48124519699e-06,-7.312304385799999e-06,6.2337376653e-05
2,7.509665689100001e-06,5.9995870344e-06,5.5982580625e-06,3.6346518542000003e-06,3.0817570055e-06,2.7129333173000004e-06,3.79106704915e-07,1.91760250033e-06,2.09191565415e-06,1.53684698068e-06,1.5408680613799997e-06,8.4794608029e-07,1.3686375896300002e-06,1.10089796007e-06,7.16949973259e-07,3.9061875430999994e-07,8.32630636e-06,4.4140502593e-06,3.319798764e-06,2.5441083611000004e-06,8.585508518799999e-07,1.26873272568e-06,-2.148423115e-06,1.10558170663e-06,-4.5871043811000005e-08,6.7417426413e-07,-7.5249627177e-07,-5.759827706300001e-07,-1.18071844402e-05,0.000107242009867
2,-3.80214710904e-06,-3.46119676056e-06,-4.408096604560001e-06,-2.98166039244e-06,-2.33830770362e-06,-1.9754832201299997e-06,-2.1869166146999996e-06,-1.7616960373100004e-06,-1.4272589950599999e-06,-1.1196590535970001e-06,-1.1510981678100001e-06,-1.00012235775e-06,-1.0806912071460002e-06,-1.4370856069700002e-06,-1.6908863365084e-06,-1.30056181487e-06,-6.70594774246e-06,-6.0098375963999995e-06,-4.19633768321e-06,-2.6699397018099998e-06,-5.07020418493e-06,-2.9544642794800004e-06,-4.2773035314e-06,-2.0125646552e-06,-3.1822696463099995e-06,-2.15388341282e-06,-3.6551333874000003e-06,-2.9238937186000004e-06,-8.408859336e-06,9.4189357419e-05
2,-2.0889413019e-05,-1.7274115612e-05,-1.8131117901e-05,-1.2413491520000002e-05,-8.2934446086e-06,-9.400533577600001e-06,-4.2224470847000004e-06,-7.2238169454e-06,-7.8891473299e-06,-4.6267081529999995e-06,-6.1334533807e-06,-2.3662731149999997e-06,-4.6708565526e-06,-4.916492972e-06,-3.8805467369e-06,-2.570414286e-06,-2.5583458666000002e-05,-1.8928407251e-05,-1.3417545034999999e-05,-1.0215493814300001e-05,-1.0335975919e-05,-9.209633989e-06,-6.6067440133999995e-06,-7.0779738153e-06,-6.3502603996e-06,-5.462465063e-06,-4.1285384198e-06,-3.4487402803999996e-06,-6.6041792652e-06,6.199027782199999e-05
2,-2.7092063353e-05,-2.1995515138999998e-05,-2.2749758908000002e-05,-1.4824715926e-05,-8.8489218593e-06,-1.0891266187000001e-05,-4.239626497999999e-06,-7.988734294899999e-06,-8.498437564000001e-06,-5.2522637818e-06,-7.0745735262e-06,-3.5457398881000003e-06,-6.0183881497e-06,-6.1493667691e-06,-5.7494979169e-06,-4.286210764e-06,-3.1837658317e-05,-2.2101643828e-05,-1.5290370699999998e-05,-1.13912735127e-05,-1.05609948605e-05,-9.3855469032e-06,-6.4586302033e-06,-7.2794591073e-06,-6.162546976799999e-06,-6.0636810222e-06,-4.472556155700001e-06,-4.863676166600001e-06,-6.359654554e-06,5.9073272694e-05
