Source.Name,Time,S1D1HbO,S1D1HbR,S1D1HbT,S2D2HbO,S2D2HbR,S2D2HbT,S3D3HbO,S3D3HbR,S3D3HbT,S4D4HbO,S4D4HbR,S4D4HbT,S5D5HbO,S5D5HbR,S5D5HbT,S6D6HbO,S6D6HbR,S6D6HbT,S7D7HbO,S7D7HbR,S7D7HbT,S8D8HbO,S8D8HbR,S8D8HbT,S9D9HbO,S9D9HbR,S9D9HbT,S10D10HbO,S10D10HbR,S10D10HbT,S11D11HbO,S11D11HbR,S11D11HbT,S12D12HbO,S12D12HbR,S12D12HbT,S13D13HbO,S13D13HbR,S13D13HbT,S14D14HbO,S14D14HbR,S14D14HbT,S15D15HbO,S15D15HbR,S15D15HbT,S16D16HbO,S16D16HbR,S16D16HbT,S17D17HbO,S17D17HbR,S17D17HbT,S18D18HbO,S18D18HbR,S18D18HbT,S19D19HbO,S19D19HbR,S19D19HbT,S20D20HbO,S20D20HbR,S20D20HbT,S21D21HbO,S21D21HbR,S21D21HbT,S22D22HbO,S22D22HbR,S22D22HbT,S23D23HbO,S23D23HbR,S23D23HbT,S24D24HbO,S24D24HbR,S24D24HbT,S25D25HbO,S25D25HbR,S25D25HbT,S26D26HbO,S26D26HbR,S26D26HbT,S27D27HbO,S27D27HbR,S27D27HbT,S28D28HbO,S28D28HbR,S28D28HbT,S29D29HbO,S29D29HbR,S29D29HbT,S30D30HbO,S30D30HbR,S30D30HbT,S31D31HbO,S31D31HbR,S31D31HbT,S32D32HbO,S32D32HbR,S32D32HbT,S33D33HbO,S33D33HbR,S33D33HbT,S34D34HbO,S34D34HbR,S34D34HbT,S35D35HbO,S35D35HbR,S35D35HbT,S36D36HbO,S36D36HbR,S36D36HbT,Column1
Avg_0-back.csv,3,-0.000501228,0.00071447,0.000213241,0.000166592,-6.46836E-05,0.000101908,0.00118835,0.00028893,0.00147728,0.000592663,-0.000351218,0.000241445,6.54323E-05,5.71687E-05,0.000122601,-0.000156254,0.000222224,6.59703E-05,-0.000657079,0.000392211,-0.000264868,-0.000669445,5.90133E-06,-0.000663543,-0.000207825,0.000151255,-5.65704E-05,-0.000333932,8.81572E-05,-0.000245774,0.000506231,-0.000293143,0.000213087,0.000325378,-0.000578956,-0.000253578,-6.55423E-05,-0.000260393,-0.000325935,0.00132064,-0.000550225,0.000770415,0.000566856,-0.000434637,0.000132219,-3.70492E-05,-7.21753E-05,-0.000109224,0.000124714,-7.50369E-05,4.96767E-05,-0.000588139,-0.000268021,-0.000856159,-4.67563E-05,-0.000219167,-0.000265924,0.000487425,-0.000222685,0.000264739,0.00181097,-0.000134389,0.001676582,0.000852779,-0.000126969,0.00072581,0.000624088,-0.000223684,0.000400404,0.000952161,0.000496959,0.00144912,0.000689724,1.9882E-05,0.000709606,0.000488894,3.09909E-05,0.000519885,0.000401445,0.000159034,0.000560479,0.000771517,-0.000168831,0.000602686,3.80365E-05,-0.00011646,-7.84237E-05,0.000524793,0.000233518,0.00075831,0.000570065,-9.59759E-05,0.000474089,0.001152298,-1.15117E-05,0.001140787,0.000989706,-0.000140677,0.00084903,0.000500039,0.000540216,0.001040255,0.000371282,-0.000200233,0.000171049,0.000276758,0.00017454,0.000451298,
Avg_0-back.csv,3.1,-0.000480512,0.000719404,0.000238892,0.000171287,-6.08601E-05,0.000110427,0.00122583,0.000294823,0.001520653,0.00061631,-0.000345956,0.000270354,0.000106652,6.30471E-05,0.000169699,-0.000144895,0.000228023,8.31277E-05,-0.000640483,0.000396391,-0.000244093,-0.000668825,1.53471E-05,-0.000653478,-0.000178118,0.000152927,-2.51906E-05,-0.000325124,8.84125E-05,-0.000236712,0.000544483,-0.000295782,0.0002487,0.000366869,-0.000592628,-0.000225758,-3.6637E-05,-0.000265301,-0.000301938,0.001354872,-0.000565805,0.000789067,0.000590689,-0.000441471,0.000149218,-3.30791E-05,-6.97486E-05,-0.000102828,0.000145816,-7.16907E-05,7.41255E-05,-0.000575602,-0.000271729,-0.000847331,-2.68955E-05,-0.000221012,-0.000247907,0.000489519,-0.000218364,0.000271156,0.001822508,-0.00013314,0.001689368,0.000874524,-0.000126608,0.000747916,0.000647003,-0.000225303,0.0004217,0.000980073,0.000496384,0.001476458,0.000719007,1.29664E-05,0.000731973,0.00052365,1.7985E-05,0.000541635,0.000427279,0.000160489,0.000587768,0.00079866,-0.000179003,0.000619657,5.55979E-05,-0.000117424,-6.18264E-05,0.000529294,0.000232032,0.000761325,0.000589382,-9.5473E-05,0.000493909,0.00116359,-1.28818E-05,0.001150708,0.001010286,-0.000139758,0.000870528,0.000546778,0.000546906,0.001093683,0.000385029,-0.000197526,0.000187503,0.000328325,0.000170712,0.000499037,
Avg_0-back.csv,3.2,-0.000457635,0.000723558,0.000265922,0.000177964,-5.71627E-05,0.000120802,0.001265041,0.000299131,0.001564171,0.000639782,-0.00034074,0.000299042,0.000147863,6.88522E-05,0.000216715,-0.000132058,0.000233018,0.00010096,-0.000622821,0.000400466,-0.000222355,-0.000666831,2.43534E-05,-0.000642478,-0.000147811,0.000154398,6.58719E-06,-0.000315509,8.84197E-05,-0.000227089,0.000582422,-0.000298751,0.000283671,0.000410152,-0.000606695,-0.000196543,-5.95201E-06,-0.000270344,-0.000276296,0.001390108,-0.000581617,0.000808491,0.000616307,-0.000448437,0.00016787,-2.65845E-05,-6.74291E-05,-9.40136E-05,0.000168274,-6.813E-05,0.000100144,-0.000561258,-0.000275077,-0.000836336,-5.51842E-06,-0.000222777,-0.000228296,0.000492749,-0.000213792,0.000278957,0.001834083,-0.00013221,0.001701874,0.000896504,-0.000126613,0.000769891,0.000670074,-0.000227139,0.000442935,0.001007435,0.000495752,0.001503187,0.000749562,5.60239E-06,0.000755164,0.000560376,3.96008E-06,0.000564337,0.000454382,0.000161538,0.000615921,0.000827614,-0.00018976,0.000637854,7.49761E-05,-0.000118948,-4.39718E-05,0.000534554,0.000230212,0.000764766,0.00061004,-9.49863E-05,0.000515054,0.001175419,-1.42419E-05,0.001161177,0.001029423,-0.000137604,0.000891819,0.000598765,0.000550357,0.001149122,0.000400748,-0.000195108,0.000205641,0.000381486,0.000165962,0.000547447,
Avg_0-back.csv,3.3,-0.00043279,0.000726895,0.000294105,0.000186547,-5.3617E-05,0.00013293,0.001305797,0.000301862,0.001607658,0.000662885,-0.00033564,0.000327245,0.000188766,7.45569E-05,0.000263323,-0.000117826,0.0002372,0.000119374,-0.000604204,0.000404431,-0.000199773,-0.000663451,3.2836E-05,-0.000630615,-0.000117106,0.000155664,3.85586E-05,-0.000305155,8.81802E-05,-0.000216974,0.000619794,-0.000302046,0.000317747,0.000455094,-0.000621175,-0.000166081,2.63666E-05,-0.000275507,-0.00024914,0.00142629,-0.000597644,0.000828647,0.000643632,-0.000455536,0.000188096,-1.76415E-05,-6.52375E-05,-8.2879E-05,0.000192002,-6.43825E-05,0.00012762,-0.000545315,-0.000278048,-0.000823362,1.71459E-05,-0.000224417,-0.000207271,0.000497056,-0.000208981,0.000288075,0.00184557,-0.000131593,0.001713977,0.000918584,-0.000126981,0.000791603,0.000693114,-0.000229204,0.00046391,0.001034131,0.000495066,0.001529196,0.000781285,-2.17972E-06,0.000779106,0.000598951,-1.10295E-05,0.000587922,0.000482613,0.000162166,0.00064478,0.000858271,-0.000201063,0.000657208,9.60591E-05,-0.000121034,-2.49751E-05,0.000540468,0.000228083,0.000768551,0.000631898,-9.45102E-05,0.000537388,0.001187645,-1.5583E-05,0.001172062,0.001046827,-0.000134129,0.000912698,0.000655606,0.000550506,0.001206113,0.000418296,-0.00019301,0.000225285,0.000435961,0.000160322,0.000596284,
Avg_0-back.csv,3.4,-0.000406196,0.000729391,0.000323195,0.000196941,-5.02512E-05,0.00014669,0.001347887,0.000303045,0.001650932,0.000685431,-0.000330727,0.000354704,0.000229068,8.0134E-05,0.000309202,-0.000102295,0.000240564,0.00013827,-0.000584747,0.000408275,-0.000176472,-0.000658671,4.07114E-05,-0.000617959,-8.62079E-05,0.000156724,7.0516E-05,-0.000294138,8.76966E-05,-0.000206441,0.000656347,-0.000305663,0.000350684,0.000501549,-0.000636079,-0.000134531,6.01595E-05,-0.000280771,-0.000220612,0.001463351,-0.000613867,0.000849484,0.000672574,-0.000462769,0.000209804,-6.35053E-06,-6.31917E-05,-6.95423E-05,0.000216913,-6.04791E-05,0.000156434,-0.000527981,-0.000280631,-0.000808612,4.08565E-05,-0.000225878,-0.000185022,0.000502377,-0.000203948,0.000298429,0.00185684,-0.000131286,0.001725554,0.000940622,-0.000127706,0.000812917,0.000715939,-0.000231511,0.000484428,0.001060042,0.00049433,0.001554372,0.000814064,-1.0348E-05,0.000803715,0.00063924,-2.69267E-05,0.000612313,0.000511809,0.000162363,0.000674173,0.000890504,-0.000212872,0.000677632,0.000118719,-0.000123684,-4.96532E-06,0.000546928,0.000225665,0.000772593,0.000654801,-9.40386E-05,0.000560763,0.001200121,-1.68941E-05,0.001183227,0.001062244,-0.000129277,0.000932967,0.000716847,0.000547359,0.001264205,0.000437514,-0.000191257,0.000246258,0.000491452,0.000153855,0.000645307,
Avg_0-back.csv,3.5,-0.000378105,0.000731032,0.000352928,0.000209038,-4.70952E-05,0.000161943,0.001391078,0.000302728,0.001693806,0.00070723,-0.000326067,0.000381164,0.00026848,8.55563E-05,0.000354037,-8.55736E-05,0.000243114,0.00015754,-0.000564569,0.000411985,-0.000152585,-0.000652481,4.78985E-05,-0.000604582,-5.53222E-05,0.000157573,0.000102251,-0.000282541,8.69719E-05,-0.000195569,0.000691841,-0.000309593,0.000382247,0.000549358,-0.00065141,-0.000102052,9.5255E-05,-0.000286119,-0.000190864,0.001501213,-0.000630267,0.000870946,0.000703022,-0.000470136,0.000232885,7.16374E-06,-6.13074E-05,-5.41437E-05,0.000242918,-5.6455E-05,0.000186463,-0.000509473,-0.000282827,-0.000792299,6.53639E-05,-0.000227108,-0.000161744,0.000508643,-0.000198717,0.000309926,0.001867767,-0.000131281,0.001736486,0.000962479,-0.000128782,0.000833698,0.000738372,-0.000234071,0.000504302,0.001085053,0.000493549,0.001578602,0.000847771,-1.88686E-05,0.000828902,0.000681097,-4.3672E-05,0.000637425,0.000541789,0.000162125,0.000703914,0.000924173,-0.000225149,0.000699024,0.000142812,-0.000126896,1.59159E-05,0.000553826,0.000222978,0.000776804,0.000678586,-9.35654E-05,0.000585021,0.001212698,-1.81622E-05,0.001194536,0.001075465,-0.000123026,0.000952439,0.000781975,0.000540989,0.001322965,0.000458236,-0.000189862,0.000268374,0.000547636,0.000146649,0.000694285,
Avg_0-back.csv,3.6,-0.000348794,0.000731822,0.000383028,0.000222714,-4.41802E-05,0.000178534,0.001435116,0.000300976,0.001736091,0.000728098,-0.000321718,0.000406381,0.000306725,9.07969E-05,0.000397522,-6.77858E-05,0.000244855,0.00017707,-0.000543794,0.000415542,-0.000128252,-0.000644878,5.43204E-05,-0.000590558,-2.46519E-05,0.000158209,0.000133557,-0.00027045,8.60099E-05,-0.00018444,0.000726047,-0.000313831,0.000412216,0.000598352,-0.000667161,-6.88095E-05,0.000131472,-0.000291529,-0.000160057,0.001539793,-0.000646823,0.00089297,0.000734849,-0.000477633,0.000257216,2.27541E-05,-5.95981E-05,-3.6844E-05,0.000269918,-5.23495E-05,0.000217569,-0.000490007,-0.000284641,-0.000774648,9.04147E-05,-0.000228055,-0.00013764,0.000515782,-0.00019332,0.000322462,0.001878228,-0.000131574,0.001746654,0.000984014,-0.000130201,0.000853813,0.000760244,-0.000236894,0.00052335,0.001109048,0.000492724,0.001601772,0.000882272,-2.77051E-05,0.000854567,0.000724371,-6.12039E-05,0.000663167,0.000572351,0.000161455,0.000733806,0.000959122,-0.000237852,0.000721271,0.000168179,-0.000130663,3.75157E-05,0.000561053,0.00022004,0.000781092,0.00070308,-9.30847E-05,0.000609995,0.001225223,-1.93728E-05,0.00120585,0.001086331,-0.000115377,0.000970953,0.00085043,0.00053154,0.00138197,0.000480283,-0.000188834,0.000291449,0.000604176,0.000138818,0.000742994,
Avg_0-back.csv,3.7,-0.000318569,0.000731776,0.000413208,0.000237831,-4.15381E-05,0.000196293,0.001479731,0.000297866,0.001777597,0.000747858,-0.000317734,0.000430124,0.000343538,9.58295E-05,0.000439367,-4.90654E-05,0.000245804,0.000196739,-0.000522546,0.000418926,-0.000103619,-0.000635867,5.99064E-05,-0.000575961,5.60372E-06,0.000158626,0.00016423,-0.000257956,8.48156E-05,-0.00017314,0.000758753,-0.000318365,0.000440387,0.00064835,-0.00068332,-3.49701E-05,0.000168623,-0.000296983,-0.00012836,0.001578997,-0.000663513,0.000915484,0.000767916,-0.000485254,0.000282662,4.02534E-05,-5.80754E-05,-1.7822E-05,0.000297811,-4.82054E-05,0.000249606,-0.0004698,-0.00028609,-0.00075589,0.000115756,-0.000228669,-0.000112913,0.000523721,-0.000187799,0.000335922,0.001888106,-0.000132157,0.001755948,0.001005089,-0.000131958,0.000873132,0.000781397,-0.00023999,0.000541407,0.001131918,0.000491858,0.001623776,0.000917424,-3.6819E-05,0.000880605,0.000768898,-7.94592E-05,0.000689439,0.00060328,0.000160362,0.000763642,0.000995189,-0.000250943,0.000744246,0.000194648,-0.000134976,5.96717E-05,0.000568498,0.000216866,0.000785364,0.0007281,-9.25908E-05,0.000635509,0.001237541,-2.05109E-05,0.00121703,0.001094731,-0.000106356,0.000988375,0.000921603,0.000519219,0.001440822,0.00050347,-0.000188176,0.000315294,0.000660716,0.000130498,0.000791214,
Avg_0-back.csv,3.8,-0.00028776,0.000730932,0.000443171,0.000254239,-3.92007E-05,0.000215038,0.001524643,0.00029349,0.001818133,0.000766338,-0.00031416,0.000452178,0.000378668,0.000100629,0.000479297,-2.95578E-05,0.00024598,0.000216423,-0.000500949,0.000422113,-7.8836E-05,-0.000625464,6.45934E-05,-0.000560871,3.52516E-05,0.000158821,0.000194073,-0.000245153,8.33946E-05,-0.000161758,0.000789762,-0.000323187,0.000466575,0.000699164,-0.000699864,-7.00078E-07,0.000206518,-0.000302462,-9.59437E-05,0.001618726,-0.000680312,0.000938414,0.000802067,-0.000492989,0.000309078,5.94778E-05,-5.67504E-05,2.72733E-06,0.000326481,-4.40669E-05,0.000282415,-0.000449068,-0.000287195,-0.000736263,0.000141142,-0.000228911,-8.77691E-05,0.000532384,-0.000182203,0.000350181,0.001897289,-0.000133025,0.001764264,0.00102557,-0.000134041,0.000891529,0.000801683,-0.000243366,0.000558317,0.001153556,0.000490954,0.00164451,0.000953073,-4.61693E-05,0.000906903,0.000814513,-9.83736E-05,0.00071614,0.000634349,0.000158861,0.000793211,0.0010322,-0.000264383,0.000767817,0.000222036,-0.000139822,8.22141E-05,0.000576055,0.000213469,0.000789524,0.000753461,-9.20787E-05,0.000661383,0.001249499,-2.15608E-05,0.001227939,0.001100612,-9.60074E-05,0.001004604,0.000994851,0.000504291,0.001499142,0.000527608,-0.000187886,0.000339722,0.000716885,0.000121848,0.000838733,
Avg_0-back.csv,3.9,-0.00025672,0.00072934,0.00047262,0.000271778,-3.71994E-05,0.000234578,0.001569566,0.000287945,0.001857511,0.000783378,-0.000311035,0.000472343,0.000411885,0.00010517,0.000517055,-9.41838E-06,0.000245411,0.000235993,-0.000479128,0.000425074,-5.40543E-05,-0.000613696,6.83272E-05,-0.000545369,6.41057E-05,0.000158788,0.000222894,-0.000232137,8.17534E-05,-0.000150384,0.000818901,-0.000328286,0.000490615,0.000750598,-0.000716764,3.38344E-05,0.000244964,-0.000307946,-6.29821E-05,0.00165887,-0.000697193,0.000961676,0.000837134,-0.000500825,0.000336308,8.02293E-05,-5.56337E-05,2.45956E-05,0.000355803,-3.99782E-05,0.000315825,-0.000428022,-0.000287986,-0.000716007,0.00016633,-0.000228746,-6.24166E-05,0.000541698,-0.00017659,0.000365107,0.001905675,-0.000134171,0.001771503,0.001045328,-0.000136442,0.000908886,0.00082097,-0.000247027,0.000573943,0.001173864,0.000490012,0.001663876,0.000989061,-5.57133E-05,0.000933347,0.000861044,-0.000117882,0.000743162,0.000665327,0.000156971,0.000822298,0.001069977,-0.000278133,0.000791844,0.000250149,-0.000145182,0.000104967,0.000583614,0.000209861,0.000793475,0.000778973,-9.15444E-05,0.000687429,0.001260947,-2.25071E-05,0.00123844,0.001103973,-8.44008E-05,0.001019572,0.001069505,0.000487074,0.001556579,0.000552505,-0.00018796,0.000364545,0.000772306,0.00011304,0.000885346,
Avg_0-back.csv,4,-0.000225814,0.000727066,0.000501252,0.000290277,-3.55651E-05,0.000254712,0.00161421,0.000281333,0.001895543,0.00079883,-0.000308389,0.000490441,0.000442975,0.000109431,0.000552405,1.11885E-05,0.000244129,0.000255317,-0.00045721,0.000427781,-2.94289E-05,-0.000600604,7.10634E-05,-0.000529541,9.19881E-05,0.000158523,0.000250511,-0.000219009,7.98992E-05,-0.00013911,0.00084601,-0.000333649,0.000512361,0.00080245,-0.000733983,6.84675E-05,0.00028377,-0.000313421,-2.96514E-05,0.001699313,-0.000714128,0.000985184,0.000872939,-0.000508749,0.000364191,0.000102298,-5.47357E-05,4.75623E-05,0.000385637,-3.59827E-05,0.000349655,-0.000406869,-0.000288496,-0.000695365,0.000191091,-0.000228155,-3.70646E-05,0.000551586,-0.000171028,0.000380558,0.00191317,-0.000135589,0.001777581,0.001064238,-0.000139149,0.000925089,0.000839138,-0.000250979,0.000588159,0.001192749,0.000489035,0.001681784,0.001025222,-6.54067E-05,0.000959816,0.000908312,-0.000137919,0.000770394,0.000695977,0.000154712,0.000850689,0.001108337,-0.000292154,0.000816182,0.000278783,-0.000151034,0.00012775,0.000591068,0.000206051,0.000797119,0.000804442,-9.09848E-05,0.000713457,0.001271735,-2.33346E-05,0.0012484,0.001104866,-7.16269E-05,0.001033239,0.001144882,0.000467927,0.001612809,0.000577972,-0.000188396,0.000389576,0.000826596,0.000104257,0.000930852,
Avg_0-back.csv,4.1,-0.000195421,0.000724189,0.000528768,0.00030956,-3.43269E-05,0.000275233,0.001658287,0.00027376,0.001932047,0.000812557,-0.000306245,0.000506312,0.000471748,0.000113389,0.000585137,3.20902E-05,0.000242171,0.000274261,-0.000435319,0.000430204,-5.11556E-06,-0.000586244,7.27687E-05,-0.000513476,0.00011873,0.00015802,0.00027675,-0.000205872,7.78399E-05,-0.000128032,0.000870956,-0.000339266,0.00053169,0.000854511,-0.000751477,0.000103034,0.000322743,-0.000318872,3.87086E-06,0.00173993,-0.000731087,0.001008843,0.000909297,-0.000516741,0.000392556,0.000125464,-5.40674E-05,7.13968E-05,0.000415836,-3.21225E-05,0.000383714,-0.000385814,-0.000288766,-0.00067458,0.000215202,-0.000227126,-1.19242E-05,0.000561971,-0.00016559,0.000396381,0.001919687,-0.000137271,0.001782417,0.001082181,-0.000142148,0.000940033,0.00085608,-0.000255224,0.000600856,0.001210126,0.000488025,0.001698151,0.001061386,-7.5204E-05,0.000986182,0.000956135,-0.000158418,0.000797717,0.000726066,0.000152106,0.000878172,0.001147089,-0.000306407,0.000840683,0.000307728,-0.000157349,0.000150379,0.00059831,0.000202044,0.000800353,0.000829674,-9.03982E-05,0.000739276,0.001281721,-2.40293E-05,0.001257691,0.00110339,-5.77982E-05,0.001045592,0.001220294,0.000447241,0.001667535,0.000603818,-0.00018919,0.000414628,0.000879378,9.56832E-05,0.000975062,
Avg_0-back.csv,4.2,-0.000165921,0.000720796,0.000554875,0.000329439,-3.35122E-05,0.000295927,0.001701513,0.000265331,0.001966844,0.000824434,-0.000304618,0.000519816,0.000498036,0.000117025,0.000615061,5.31078E-05,0.00023958,0.000292688,-0.00041358,0.000432309,1.87293E-05,-0.00057069,7.34233E-05,-0.000497266,0.00014417,0.000157276,0.000301446,-0.000192835,7.55843E-05,-0.00011725,0.000893622,-0.000345123,0.000548499,0.000906569,-0.000769199,0.00013737,0.000361693,-0.000324286,3.74074E-05,0.001780589,-0.000748036,0.001032553,0.000946012,-0.000524783,0.000421229,0.0001495,-5.36398E-05,9.58604E-05,0.000446243,-2.84389E-05,0.000417804,-0.000365053,-0.000288837,-0.000653891,0.000238453,-0.00022566,1.27935E-05,0.000572774,-0.000160354,0.00041242,0.001925151,-0.00013921,0.001785942,0.001099046,-0.000145426,0.00095362,0.000871704,-0.000259762,0.000611942,0.001225916,0.000486986,0.001712902,0.001097374,-8.50596E-05,0.001012315,0.001004325,-0.000179314,0.00082501,0.000755365,0.000149171,0.000904536,0.001186043,-0.00032085,0.000865193,0.000336767,-0.000164096,0.000172671,0.000605232,0.000197844,0.000803076,0.000854474,-8.9784E-05,0.00076469,0.001290766,-2.4578E-05,0.001266188,0.001099683,-4.30436E-05,0.001056639,0.001295065,0.000425431,0.001720496,0.000629857,-0.00019034,0.000439517,0.000930291,8.74993E-05,0.00101779,
Avg_0-back.csv,4.3,-0.000137688,0.000716978,0.00057929,0.000349723,-3.31458E-05,0.000316577,0.001743613,0.000256146,0.001999759,0.000834352,-0.000303518,0.000530834,0.000521694,0.00012032,0.000642014,7.4058E-05,0.000236399,0.000310457,-0.000392116,0.000434066,4.19505E-05,-0.000554032,7.30218E-05,-0.00048101,0.000168161,0.000156288,0.000324449,-0.000180007,7.31415E-05,-0.000106865,0.000913914,-0.000351208,0.000562706,0.00095841,-0.000787094,0.000171316,0.000400433,-0.000329651,7.07822E-05,0.001821151,-0.000764943,0.001056208,0.000982889,-0.000532856,0.000450033,0.000174174,-5.34645E-05,0.000120709,0.000476698,-2.49721E-05,0.000451726,-0.000344778,-0.000288758,-0.000633536,0.000260643,-0.000223765,3.68779E-05,0.000583914,-0.000155403,0.000428511,0.001929495,-0.000141398,0.001788097,0.001114725,-0.000148964,0.000965761,0.000885932,-0.000264593,0.000621338,0.001240052,0.00048592,0.001725972,0.001133007,-9.49278E-05,0.00103808,0.001052688,-0.000200542,0.000852146,0.000783654,0.000145928,0.000929582,0.001225004,-0.000335442,0.000889562,0.000365683,-0.00017124,0.000194442,0.000611729,0.000193455,0.000805184,0.000878652,-8.91429E-05,0.000789509,0.001298739,-2.49692E-05,0.00127377,0.001093906,-2.74992E-05,0.001066407,0.001368537,0.000402921,0.001771458,0.000655906,-0.000191843,0.000464063,0.000978989,7.98762E-05,0.001058865,
Avg_0-back.csv,4.4,-0.000111082,0.000712828,0.000601746,0.000370214,-3.32493E-05,0.000336965,0.001784323,0.000246302,0.002030625,0.00084222,-0.00030295,0.00053927,0.000542603,0.000123259,0.000665862,9.4756E-05,0.000232675,0.000327431,-0.000371048,0.000435442,6.43947E-05,-0.00053638,7.15738E-05,-0.000464806,0.000190565,0.000155052,0.000345617,-0.000167503,7.05214E-05,-9.69814E-05,0.000931759,-0.000357507,0.000574252,0.00100982,-0.000805105,0.000204715,0.000438777,-0.000334954,0.000103823,0.001861469,-0.00078177,0.001079699,0.001019731,-0.000540938,0.000478793,0.000199249,-5.35527E-05,0.000145696,0.000507038,-2.17619E-05,0.000485276,-0.000325171,-0.000288574,-0.000613745,0.000281582,-0.000221461,6.01215E-05,0.000595309,-0.000150821,0.000444487,0.001932662,-0.000143828,0.001788833,0.001129123,-0.000152744,0.000976379,0.000898697,-0.000269714,0.000628984,0.001252476,0.000484832,0.001737308,0.001168102,-0.000104763,0.001063338,0.001101029,-0.000222035,0.000878995,0.000810725,0.000142392,0.000953117,0.001263782,-0.000350142,0.000913639,0.000394254,-0.000178742,0.000215512,0.000617698,0.000188877,0.000806575,0.00090202,-8.8477E-05,0.000813543,0.00130552,-2.51927E-05,0.001280328,0.001086235,-1.12996E-05,0.001074936,0.00144009,0.000380138,0.001820228,0.000681787,-0.000193697,0.00048809,0.001025154,7.29721E-05,0.001098126,
Avg_0-back.csv,4.5,-8.644E-05,0.000708436,0.000621996,0.000390712,-3.3841E-05,0.000356871,0.001823389,0.000235891,0.00205928,0.000847962,-0.000302914,0.000545048,0.000560667,0.000125827,0.000686494,0.000115018,0.000228452,0.00034347,-0.000350494,0.000436407,8.5913E-05,-0.00051786,6.9103E-05,-0.000448757,0.000211259,0.00015357,0.000364828,-0.000155437,6.77344E-05,-8.77022E-05,0.000947109,-0.000364009,0.0005831,0.001060589,-0.00082317,0.000237419,0.000476548,-0.000340185,0.000136363,0.001901394,-0.00079848,0.001102914,0.001056341,-0.00054901,0.000507332,0.00022449,-5.39145E-05,0.000170576,0.000537101,-1.88476E-05,0.000518253,-0.000306405,-0.000288334,-0.000594739,0.000301094,-0.000218771,8.23227E-05,0.000606876,-0.000146695,0.000460181,0.001934608,-0.000146493,0.001788115,0.001142149,-0.000156743,0.000985406,0.000909952,-0.000275118,0.000634834,0.001263139,0.000483728,0.001746867,0.001202474,-0.000114522,0.001087952,0.001149152,-0.000243726,0.000905426,0.000836387,0.000138581,0.000974968,0.001302189,-0.000364907,0.000937282,0.000422267,-0.000186558,0.000235708,0.000623038,0.000184114,0.000807151,0.000924398,-8.77893E-05,0.000836609,0.001310998,-2.52399E-05,0.001285758,0.001076853,5.42737E-06,0.00108228,0.00150915,0.000357497,0.001866647,0.00070733,-0.000195897,0.000511433,0.001068492,6.6929E-05,0.001135421,
Avg_0-back.csv,4.6,-6.407E-05,0.000703887,0.000639817,0.000411016,-3.4935E-05,0.000376081,0.001860578,0.000224994,0.002085572,0.000851522,-0.000303404,0.000548117,0.000575819,0.000128014,0.000703833,0.000134662,0.000223774,0.000358436,-0.000330569,0.00043693,0.000106362,-0.00049861,6.5645E-05,-0.000432965,0.000230133,0.000151841,0.000381973,-0.000143922,6.47915E-05,-7.91301E-05,0.000959937,-0.000370698,0.000589239,0.001110514,-0.000841226,0.000269288,0.00051357,-0.000345328,0.000168243,0.001940774,-0.000815035,0.00112574,0.001092529,-0.00055705,0.00053548,0.000249665,-5.45587E-05,0.000195107,0.000566724,-1.62671E-05,0.000550457,-0.000288643,-0.000288086,-0.000576729,0.000319016,-0.000215729,0.000103288,0.000618533,-0.000143105,0.000475428,0.0019353,-0.000149383,0.001785917,0.001153724,-0.000160937,0.000992787,0.000919661,-0.0002808,0.000638862,0.001272005,0.000482614,0.00175462,0.001235943,-0.000124161,0.001111782,0.001196859,-0.000265549,0.000931309,0.000860469,0.000134508,0.000994978,0.001340046,-0.000379691,0.000960354,0.000449507,-0.000194645,0.000254862,0.000627649,0.000179168,0.000806817,0.000945614,-8.70845E-05,0.00085853,0.001315072,-2.51035E-05,0.001289969,0.001065943,2.25608E-05,0.001088503,0.001575204,0.000335393,0.001910597,0.000732368,-0.000198437,0.000533931,0.001108745,6.18695E-05,0.001170614,
